geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0031620,regulation of fever generation (GO:0031620),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5743,PTGS2
GO:0042416,dopamine biosynthetic process (GO:0042416),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6622,SNCA
GO:0035542,regulation of SNARE complex assembly (GO:0035542),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6622,SNCA
GO:1903421,regulation of synaptic vesicle recycling (GO:1903421),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6622,SNCA
GO:1905563,negative regulation of vascular endothelial cell proliferation (GO:1905563),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5468,PPARG
GO:1905599,positive regulation of low-density lipoprotein receptor activity (GO:1905599),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5468,PPARG
GO:1905461,positive regulation of vascular associated smooth muscle cell apoptotic process (GO:1905461),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5468,PPARG
GO:0016198,axon choice point recognition (GO:0016198),5,1,0.345811536,2.891748527,0.301208076,0.881650081,64221,ROBO3
GO:0043569,negative regulation of insulin-like growth factor receptor signaling pathway (GO:0043569),5,1,0.345811536,2.891748527,0.301208076,0.881650081,650,BMP2
GO:0046102,inosine metabolic process (GO:0046102),5,1,0.345811536,2.891748527,0.301208076,0.881650081,7498,XDH
GO:1903208,negative regulation of hydrogen peroxide-induced neuron death (GO:1903208),5,1,0.345811536,2.891748527,0.301208076,0.881650081,8013,NR4A3
GO:0051901,positive regulation of mitochondrial depolarization (GO:0051901),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1634,DCN
GO:0001768,establishment of T cell polarity (GO:0001768),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6366,CCL21
GO:1905809,negative regulation of synapse organization (GO:1905809),5,1,0.345811536,2.891748527,0.301208076,0.881650081,22899,ARHGEF15
GO:0044381,glucose import in response to insulin stimulus (GO:0044381),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6517,SLC2A4
GO:1990379,lipid transport across blood-brain barrier (GO:1990379),5,1,0.345811536,2.891748527,0.301208076,0.881650081,948,CD36
GO:1903238,positive regulation of leukocyte tethering or rolling (GO:1903238),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6403,SELP
GO:1990051,activation of protein kinase C activity (GO:1990051),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3952,LEP
GO:0014831,gastro-intestinal system smooth muscle contraction (GO:0014831),5,1,0.345811536,2.891748527,0.301208076,0.881650081,23213,SULF1
GO:1900020,positive regulation of protein kinase C activity (GO:1900020),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1956,EGFR
GO:1900019,regulation of protein kinase C activity (GO:1900019),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1956,EGFR
GO:0060038,cardiac muscle cell proliferation (GO:0060038),5,1,0.345811536,2.891748527,0.301208076,0.881650081,7049,TGFBR3
GO:1905007,positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905007),5,1,0.345811536,2.891748527,0.301208076,0.881650081,7048,TGFBR2
GO:0014855,striated muscle cell proliferation (GO:0014855),5,1,0.345811536,2.891748527,0.301208076,0.881650081,7049,TGFBR3
GO:0032096,negative regulation of response to food (GO:0032096),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3952,LEP
GO:0015732,prostaglandin transport (GO:0015732),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3952,LEP
GO:0002715,regulation of natural killer cell mediated immunity (GO:0002715),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3952,LEP
GO:1901984,negative regulation of protein acetylation (GO:1901984),5,1,0.345811536,2.891748527,0.301208076,0.881650081,28999,KLF15
GO:0034392,negative regulation of smooth muscle cell apoptotic process (GO:0034392),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3479,IGF1
GO:0035624,receptor transactivation (GO:0035624),5,1,0.345811536,2.891748527,0.301208076,0.881650081,150,ADRA2A
GO:0045955,negative regulation of calcium ion-dependent exocytosis (GO:0045955),5,1,0.345811536,2.891748527,0.301208076,0.881650081,150,ADRA2A
GO:0030202,heparin metabolic process (GO:0030202),5,1,0.345811536,2.891748527,0.301208076,0.881650081,284,ANGPT1
GO:0060379,cardiac muscle cell myoblast differentiation (GO:0060379),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3084,NRG1
GO:2000563,"positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563)",5,1,0.345811536,2.891748527,0.301208076,0.881650081,7048,TGFBR2
GO:0046813,receptor-mediated virion attachment to host cell (GO:0046813),5,1,0.345811536,2.891748527,0.301208076,0.881650081,131578,LRRC15
GO:0061312,BMP signaling pathway involved in heart development (GO:0061312),5,1,0.345811536,2.891748527,0.301208076,0.881650081,650,BMP2
GO:0060911,cardiac cell fate commitment (GO:0060911),5,1,0.345811536,2.891748527,0.301208076,0.881650081,64321,SOX17
GO:0009950,dorsal/ventral axis specification (GO:0009950),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6422,SFRP1
GO:0055012,ventricular cardiac muscle cell differentiation (GO:0055012),5,1,0.345811536,2.891748527,0.301208076,0.881650081,23493,HEY2
GO:0020027,hemoglobin metabolic process (GO:0020027),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3624,INHBA
GO:0071394,cellular response to testosterone stimulus (GO:0071394),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6696,SPP1
GO:0033631,cell-cell adhesion mediated by integrin (GO:0033631),5,1,0.345811536,2.891748527,0.301208076,0.881650081,255743,NPNT
GO:2001015,negative regulation of skeletal muscle cell differentiation (GO:2001015),5,1,0.345811536,2.891748527,0.301208076,0.881650081,2047,EPHB1
GO:0061888,regulation of astrocyte activation (GO:0061888),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3569,IL6
GO:2000674,regulation of type B pancreatic cell apoptotic process (GO:2000674),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3569,IL6
GO:2000373,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000373),5,1,0.345811536,2.891748527,0.301208076,0.881650081,29128,UHRF1
GO:2000371,regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000371),5,1,0.345811536,2.891748527,0.301208076,0.881650081,29128,UHRF1
GO:0035710,"CD4-positive, alpha-beta T cell activation (GO:0035710)",5,1,0.345811536,2.891748527,0.301208076,0.881650081,7292,TNFSF4
GO:0045590,negative regulation of regulatory T cell differentiation (GO:0045590),5,1,0.345811536,2.891748527,0.301208076,0.881650081,7292,TNFSF4
GO:1903018,regulation of glycoprotein metabolic process (GO:1903018),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5806,PTX3
GO:0010727,negative regulation of hydrogen peroxide metabolic process (GO:0010727),5,1,0.345811536,2.891748527,0.301208076,0.881650081,4314,MMP3
GO:0046461,neutral lipid catabolic process (GO:0046461),5,1,0.345811536,2.891748527,0.301208076,0.881650081,11343,MGLL
GO:0038171,cannabinoid signaling pathway (GO:0038171),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1268,CNR1
GO:0031670,cellular response to nutrient (GO:0031670),5,1,0.345811536,2.891748527,0.301208076,0.881650081,4023,LPL
GO:0048550,negative regulation of pinocytosis (GO:0048550),5,1,0.345811536,2.891748527,0.301208076,0.881650081,857,CAV1
GO:0072584,caveolin-mediated endocytosis (GO:0072584),5,1,0.345811536,2.891748527,0.301208076,0.881650081,857,CAV1
GO:1903044,protein localization to membrane raft (GO:1903044),5,1,0.345811536,2.891748527,0.301208076,0.881650081,857,CAV1
GO:0010455,positive regulation of cell fate commitment (GO:0010455),5,1,0.345811536,2.891748527,0.301208076,0.881650081,2247,FGF2
GO:0032831,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation (GO:0032831)",5,1,0.345811536,2.891748527,0.301208076,0.881650081,50943,FOXP3
GO:0071321,cellular response to cGMP (GO:0071321),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5138,PDE2A
GO:0070305,response to cGMP (GO:0070305),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5138,PDE2A
GO:0032792,negative regulation of CREB transcription factor activity (GO:0032792),5,1,0.345811536,2.891748527,0.301208076,0.881650081,50943,FOXP3
GO:0014037,Schwann cell differentiation (GO:0014037),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1959,EGR2
GO:0060272,embryonic skeletal joint morphogenesis (GO:0060272),5,1,0.345811536,2.891748527,0.301208076,0.881650081,130497,OSR1
GO:0060219,camera-type eye photoreceptor cell differentiation (GO:0060219),5,1,0.345811536,2.891748527,0.301208076,0.881650081,8842,PROM1
GO:0060539,diaphragm development (GO:0060539),5,1,0.345811536,2.891748527,0.301208076,0.881650081,64220,STRA6
GO:2000391,positive regulation of neutrophil extravasation (GO:2000391),5,1,0.345811536,2.891748527,0.301208076,0.881650081,101,ADAM8
GO:0002067,glandular epithelial cell differentiation (GO:0002067),5,1,0.345811536,2.891748527,0.301208076,0.881650081,650,BMP2
GO:0072162,metanephric mesenchymal cell differentiation (GO:0072162),5,1,0.345811536,2.891748527,0.301208076,0.881650081,130497,OSR1
GO:0042074,cell migration involved in gastrulation (GO:0042074),5,1,0.345811536,2.891748527,0.301208076,0.881650081,2719,GPC3
GO:0009249,protein lipoylation (GO:0009249),5,1,0.345811536,2.891748527,0.301208076,0.881650081,4826,NNAT
GO:0090235,regulation of metaphase plate congression (GO:0090235),5,1,0.345811536,2.891748527,0.301208076,0.881650081,10615,SPAG5
GO:0006501,C-terminal protein lipidation (GO:0006501),5,1,0.345811536,2.891748527,0.301208076,0.881650081,2822,GPLD1
GO:0006561,proline biosynthetic process (GO:0006561),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5831,PYCR1
GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process (GO:1902222),5,1,0.345811536,2.891748527,0.301208076,0.881650081,259307,IL4I1
GO:0006559,L-phenylalanine catabolic process (GO:0006559),5,1,0.345811536,2.891748527,0.301208076,0.881650081,259307,IL4I1
GO:0015677,copper ion import (GO:0015677),5,1,0.345811536,2.891748527,0.301208076,0.881650081,79689,STEAP4
GO:0032741,positive regulation of interleukin-18 production (GO:0032741),5,1,0.345811536,2.891748527,0.301208076,0.881650081,115362,GBP5
GO:0045617,negative regulation of keratinocyte differentiation (GO:0045617),5,1,0.345811536,2.891748527,0.301208076,0.881650081,3204,HOXA7
GO:0042474,middle ear morphogenesis (GO:0042474),5,1,0.345811536,2.891748527,0.301208076,0.881650081,130497,OSR1
GO:0006001,fructose catabolic process (GO:0006001),5,1,0.345811536,2.891748527,0.301208076,0.881650081,216,ALDH1A1
GO:0061624,fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate (GO:0061624),5,1,0.345811536,2.891748527,0.301208076,0.881650081,216,ALDH1A1
GO:0009448,gamma-aminobutyric acid metabolic process (GO:0009448),5,1,0.345811536,2.891748527,0.301208076,0.881650081,216,ALDH1A1
GO:0006578,amino-acid betaine biosynthetic process (GO:0006578),5,1,0.345811536,2.891748527,0.301208076,0.881650081,8424,BBOX1
GO:0045329,carnitine biosynthetic process (GO:0045329),5,1,0.345811536,2.891748527,0.301208076,0.881650081,8424,BBOX1
GO:0009218,pyrimidine ribonucleotide metabolic process (GO:0009218),5,1,0.345811536,2.891748527,0.301208076,0.881650081,26289,AK5
GO:0071236,cellular response to antibiotic (GO:0071236),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1396,CRIP1
GO:1904796,regulation of core promoter binding (GO:1904796),5,1,0.345811536,2.891748527,0.301208076,0.881650081,2296,FOXC1
GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987),5,1,0.345811536,2.891748527,0.301208076,0.881650081,891,CCNB1
GO:0097734,extracellular exosome biogenesis (GO:0097734),5,1,0.345811536,2.891748527,0.301208076,0.881650081,947,CD34
GO:1903961,positive regulation of anion transmembrane transport (GO:1903961),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5243,ABCB1
GO:0097119,postsynaptic density protein 95 clustering (GO:0097119),5,1,0.345811536,2.891748527,0.301208076,0.881650081,9378,NRXN1
GO:0002087,regulation of respiratory gaseous exchange by nervous system process (GO:0002087),5,1,0.345811536,2.891748527,0.301208076,0.881650081,477,ATP1A2
GO:0120041,positive regulation of macrophage proliferation (GO:0120041),5,1,0.345811536,2.891748527,0.301208076,0.881650081,146433,IL34
GO:0110089,regulation of hippocampal neuron apoptotic process (GO:0110089),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6376,CX3CL1
GO:0002638,negative regulation of immunoglobulin production (GO:0002638),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1378,CR1
GO:1902563,regulation of neutrophil activation (GO:1902563),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5320,PLA2G2A
GO:0046645,positive regulation of gamma-delta T cell activation (GO:0046645),5,1,0.345811536,2.891748527,0.301208076,0.881650081,51176,LEF1
GO:0032696,negative regulation of interleukin-13 production (GO:0032696),5,1,0.345811536,2.891748527,0.301208076,0.881650081,51176,LEF1
GO:0032714,negative regulation of interleukin-5 production (GO:0032714),5,1,0.345811536,2.891748527,0.301208076,0.881650081,51176,LEF1
GO:0060700,regulation of ribonuclease activity (GO:0060700),5,1,0.345811536,2.891748527,0.301208076,0.881650081,8638,OASL
GO:2000288,positive regulation of myoblast proliferation (GO:2000288),5,1,0.345811536,2.891748527,0.301208076,0.881650081,4212,MEIS2
GO:0051106,positive regulation of DNA ligation (GO:0051106),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5888,RAD51
GO:0038146,chemokine (C-X-C motif) ligand 12 signaling pathway (GO:0038146),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6387,CXCL12
GO:0043504,mitochondrial DNA repair (GO:0043504),5,1,0.345811536,2.891748527,0.301208076,0.881650081,1763,DNA2
GO:0006798,polyphosphate catabolic process (GO:0006798),5,1,0.345811536,2.891748527,0.301208076,0.881650081,158471,PRUNE2
GO:0098708,glucose import across plasma membrane (GO:0098708),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6523,SLC5A1
GO:0060044,negative regulation of cardiac muscle cell proliferation (GO:0060044),5,1,0.345811536,2.891748527,0.301208076,0.881650081,5950,RBP4
GO:0051418,microtubule nucleation by microtubule organizing center (GO:0051418),5,1,0.345811536,2.891748527,0.301208076,0.881650081,11076,TPPP
GO:0032650,regulation of interleukin-1 alpha production (GO:0032650),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6376,CX3CL1
GO:0060993,kidney morphogenesis (GO:0060993),5,1,0.345811536,2.891748527,0.301208076,0.881650081,7477,WNT7B
GO:0035332,positive regulation of hippo signaling (GO:0035332),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6664,SOX11
GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0106070),5,1,0.345811536,2.891748527,0.301208076,0.881650081,112609,MRAP2
GO:2000405,negative regulation of T cell migration (GO:2000405),5,1,0.345811536,2.891748527,0.301208076,0.881650081,347,APOD
GO:0031064,negative regulation of histone deacetylation (GO:0031064),5,1,0.345811536,2.891748527,0.301208076,0.881650081,50943,FOXP3
GO:0070200,establishment of protein localization to telomere (GO:0070200),5,1,0.345811536,2.891748527,0.301208076,0.881650081,675,BRCA2
GO:2000267,"negative regulation of blood coagulation, intrinsic pathway (GO:2000267)",5,1,0.345811536,2.891748527,0.301208076,0.881650081,2161,F12
GO:2000266,"regulation of blood coagulation, intrinsic pathway (GO:2000266)",5,1,0.345811536,2.891748527,0.301208076,0.881650081,2161,F12
GO:0018057,peptidyl-lysine oxidation (GO:0018057),5,1,0.345811536,2.891748527,0.301208076,0.881650081,84171,LOXL4
GO:0001714,endodermal cell fate specification (GO:0001714),5,1,0.345811536,2.891748527,0.301208076,0.881650081,64321,SOX17
GO:0042438,melanin biosynthetic process (GO:0042438),5,1,0.345811536,2.891748527,0.301208076,0.881650081,4435,CITED1
GO:1905097,regulation of guanyl-nucleotide exchange factor activity (GO:1905097),5,1,0.345811536,2.891748527,0.301208076,0.881650081,4233,MET
GO:0071305,cellular response to vitamin D (GO:0071305),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6422,SFRP1
GO:1904904,regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904904),5,1,0.345811536,2.891748527,0.301208076,0.881650081,4680,CEACAM6
GO:0009262,deoxyribonucleotide metabolic process (GO:0009262),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6241,RRM2
GO:0015858,nucleoside transport (GO:0015858),5,1,0.345811536,2.891748527,0.301208076,0.881650081,64078,SLC28A3
GO:0015864,pyrimidine nucleoside transport (GO:0015864),5,1,0.345811536,2.891748527,0.301208076,0.881650081,64078,SLC28A3
GO:0015862,uridine transport (GO:0015862),5,1,0.345811536,2.891748527,0.301208076,0.881650081,64078,SLC28A3
GO:0060707,trophoblast giant cell differentiation (GO:0060707),5,1,0.345811536,2.891748527,0.301208076,0.881650081,10733,PLK4
GO:0097742,de novo centriole assembly (GO:0097742),5,1,0.345811536,2.891748527,0.301208076,0.881650081,10733,PLK4
GO:0098535,de novo centriole assembly involved in multi-ciliated epithelial cell differentiation (GO:0098535),5,1,0.345811536,2.891748527,0.301208076,0.881650081,10733,PLK4
GO:0009221,pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221),5,1,0.345811536,2.891748527,0.301208076,0.881650081,7298,TYMS
GO:2000253,positive regulation of feeding behavior (GO:2000253),5,1,0.345811536,2.891748527,0.301208076,0.881650081,8013,NR4A3
GO:1902415,regulation of mRNA binding (GO:1902415),5,1,0.345811536,2.891748527,0.301208076,0.881650081,55323,LARP6
GO:0006064,glucuronate catabolic process (GO:0006064),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6652,SORD
GO:0019640,glucuronate catabolic process to xylulose 5-phosphate (GO:0019640),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6652,SORD
GO:1901159,xylulose 5-phosphate biosynthetic process (GO:1901159),5,1,0.345811536,2.891748527,0.301208076,0.881650081,6652,SORD
GO:0018406,protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan (GO:0018406),5,1,0.345811536,2.891748527,0.301208076,0.881650081,283417,DPY19L2
GO:0018317,protein C-linked glycosylation via tryptophan (GO:0018317),5,1,0.345811536,2.891748527,0.301208076,0.881650081,283417,DPY19L2
GO:0045071,negative regulation of viral genome replication (GO:0045071),53,5,3.665602283,1.364032324,0.303565673,0.881650081,4057;6590;9582;9636;8638,APOBEC3B;ISG15;OASL;SLPI;LTF
GO:0003007,heart morphogenesis (GO:0003007),53,5,3.665602283,1.364032324,0.303565673,0.881650081,650;23493;23768;7049;64321,TGFBR3;BMP2;SOX17;FLRT2;HEY2
GO:0002697,regulation of immune effector process (GO:0002697),53,5,3.665602283,1.364032324,0.303565673,0.881650081,1378;629;5627;729;730,PROS1;CFB;C7;C6;CR1
GO:0002698,negative regulation of immune effector process (GO:0002698),16,2,1.106596916,1.807342829,0.30467431,0.881650081,1378;5169,ENPP3;CR1
GO:0045655,regulation of monocyte differentiation (GO:0045655),16,2,1.106596916,1.807342829,0.30467431,0.881650081,3204;146433,HOXA7;IL34
GO:0060997,dendritic spine morphogenesis (GO:0060997),16,2,1.106596916,1.807342829,0.30467431,0.881650081,2047;23237,EPHB1;ARC
GO:0010675,regulation of cellular carbohydrate metabolic process (GO:0010675),16,2,1.106596916,1.807342829,0.30467431,0.881650081,9370;5166,PDK4;ADIPOQ
GO:0051350,negative regulation of lyase activity (GO:0051350),16,2,1.106596916,1.807342829,0.30467431,0.881650081,1910;5064,EDNRB;PALM
GO:0048008,platelet-derived growth factor receptor signaling pathway (GO:0048008),16,2,1.106596916,1.807342829,0.30467431,0.881650081,8013;80310,PDGFD;NR4A3
GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996),16,2,1.106596916,1.807342829,0.30467431,0.881650081,3569;6403,IL6;SELP
GO:0032652,regulation of interleukin-1 production (GO:0032652),16,2,1.106596916,1.807342829,0.30467431,0.881650081,301;6288,ANXA1;SAA1
GO:1901184,regulation of ERBB signaling pathway (GO:1901184),16,2,1.106596916,1.807342829,0.30467431,0.881650081,1956;2537,EGFR;IFI6
GO:0150118,negative regulation of cell-substrate junction organization (GO:0150118),16,2,1.106596916,1.807342829,0.30467431,0.881650081,11170;347,FAM107A;APOD
GO:0051895,negative regulation of focal adhesion assembly (GO:0051895),16,2,1.106596916,1.807342829,0.30467431,0.881650081,11170;347,FAM107A;APOD
GO:2000678,negative regulation of transcription regulatory region DNA binding (GO:2000678),16,2,1.106596916,1.807342829,0.30467431,0.881650081,23493;6664,HEY2;SOX11
GO:0002082,regulation of oxidative phosphorylation (GO:0002082),16,2,1.106596916,1.807342829,0.30467431,0.881650081,51085;1346,MLXIPL;COX7A1
GO:0032967,positive regulation of collagen biosynthetic process (GO:0032967),16,2,1.106596916,1.807342829,0.30467431,0.881650081,90993;55323,LARP6;CREB3L1
GO:2000353,positive regulation of endothelial cell apoptotic process (GO:2000353),16,2,1.106596916,1.807342829,0.30467431,0.881650081,8644;641700,AKR1C3;ECSCR
GO:0042475,odontogenesis of dentin-containing tooth (GO:0042475),16,2,1.106596916,1.807342829,0.30467431,0.881650081,650;2296,BMP2;FOXC1
GO:0007589,body fluid secretion (GO:0007589),16,2,1.106596916,1.807342829,0.30467431,0.881650081,4881;5021,OXTR;NPR1
GO:0048245,eosinophil chemotaxis (GO:0048245),16,2,1.106596916,1.807342829,0.30467431,0.881650081,6366;6376,CX3CL1;CCL21
GO:0072677,eosinophil migration (GO:0072677),16,2,1.106596916,1.807342829,0.30467431,0.881650081,6366;6376,CX3CL1;CCL21
GO:1905508,protein localization to microtubule organizing center (GO:1905508),16,2,1.106596916,1.807342829,0.30467431,0.881650081,6491;10615,SPAG5;STIL
GO:0046641,positive regulation of alpha-beta T cell proliferation (GO:0046641),16,2,1.106596916,1.807342829,0.30467431,0.881650081,7048;7292,TGFBR2;TNFSF4
GO:0042167,heme catabolic process (GO:0042167),16,2,1.106596916,1.807342829,0.30467431,0.881650081,9429;213,ALB;ABCG2
GO:0006787,porphyrin-containing compound catabolic process (GO:0006787),16,2,1.106596916,1.807342829,0.30467431,0.881650081,9429;213,ALB;ABCG2
GO:0006044,N-acetylglucosamine metabolic process (GO:0006044),16,2,1.106596916,1.807342829,0.30467431,0.881650081,4248;9469,CHST3;MGAT3
GO:0044247,cellular polysaccharide catabolic process (GO:0044247),16,2,1.106596916,1.807342829,0.30467431,0.881650081,5837;5260,PYGM;PHKG1
GO:0042102,positive regulation of T cell proliferation (GO:0042102),66,6,4.564712277,1.314431148,0.305149094,0.881650081,301;3952;3479;3569;7292;30835,LEP;ANXA1;TNFSF4;CD209;IGF1;IL6
GO:0038127,ERBB signaling pathway (GO:0038127),66,6,4.564712277,1.314431148,0.305149094,0.881650081,1956;3084;2202;5753;5284;9542,NRG2;EGFR;EFEMP1;PIGR;NRG1;PTK6
GO:0015804,neutral amino acid transport (GO:0015804),28,3,1.936544602,1.549150996,0.305372728,0.881650081,11254;8140;3993,LLGL2;SLC6A14;SLC7A5
GO:0070884,regulation of calcineurin-NFAT signaling cascade (GO:0070884),28,3,1.936544602,1.549150996,0.305372728,0.881650081,9472;3479;1827,AKAP6;RCAN1;IGF1
GO:0018146,keratan sulfate biosynthetic process (GO:0018146),28,3,1.936544602,1.549150996,0.305372728,0.881650081,10331;4969;5549,OGN;PRELP;B3GNT3
GO:0030865,cortical cytoskeleton organization (GO:0030865),41,4,2.835654596,1.410609037,0.314490794,0.906234019,80206;390;27289;3993,RND3;LLGL2;FHOD3;RND1
GO:0090199,regulation of release of cytochrome c from mitochondria (GO:0090199),41,4,2.835654596,1.410609037,0.314490794,0.906234019,3479;5366;4318;5329,MMP9;PLAUR;IGF1;PMAIP1
GO:0060284,regulation of cell development (GO:0060284),41,4,2.835654596,1.410609037,0.314490794,0.906234019,55502;23493;2308;6376,CX3CL1;FOXO1;HES6;HEY2
GO:0046513,ceramide biosynthetic process (GO:0046513),41,4,2.835654596,1.410609037,0.314490794,0.906234019,123099;126410;8128;256435,ST6GALNAC3;DEGS2;ST8SIA2;CYP4F22
GO:0022603,regulation of anatomical structure morphogenesis (GO:0022603),120,10,8.299476867,1.204895219,0.317412541,0.912667133,10563;3952;3569;1000;2247;168667;6422;55022;23237;152503,LEP;SFRP1;FGF2;BMPER;SH3D19;PID1;ARC;IL6;CDH2;CXCL13
GO:0051893,regulation of focal adhesion assembly (GO:0051893),54,5,3.73476459,1.338772466,0.317416004,0.912667133,11170;347;6422;7010;2824,FAM107A;SFRP1;APOD;GPM6B;TEK
GO:0030162,regulation of proteolysis (GO:0030162),54,5,3.73476459,1.338772466,0.317416004,0.912667133,825;857;5347;5329;8425,PLK1;CAV1;LTBP4;CAPN3;PLAUR
GO:0036297,interstrand cross-link repair (GO:0036297),54,5,3.73476459,1.338772466,0.317416004,0.912667133,2175;5888;10635;29089;55215,UBE2T;RAD51;FANCI;RAD51AP1;FANCA
GO:0032273,positive regulation of protein polymerization (GO:0032273),67,6,4.633874584,1.294812773,0.31752419,0.912667133,25802;6366;11076;4233;274;51673,LMOD1;MET;CCL21;TPPP;BIN1;TPPP3
GO:0030182,neuron differentiation (GO:0030182),174,14,12.03424146,1.163347108,0.317634278,0.912667133,4915;3624;7481;57502;6664;4233;8322;7477;26468;3169;84913;79192;79190;50805,INHBA;NTRK2;ATOH8;IRX1;MET;LHX6;IRX6;FZD4;WNT11;NLGN4X;IRX4;WNT7B;SOX11;FOXA1
GO:0006302,double-strand break repair (GO:0006302),161,13,11.13513146,1.167476113,0.322047823,0.915144801,10721;1763;9319;83990;9401;641;5888;7516;10635;113130;3838;675;4796,CDCA5;RAD51;POLQ;KPNA2;RAD51AP1;RECQL4;TRIP13;BRIP1;BLM;DNA2;TONSL;XRCC2;BRCA2
GO:0006835,dicarboxylic acid transport (GO:0006835),29,3,2.005706909,1.495731996,0.324791471,0.915144801,83733;2350;2348,FOLR1;FOLR2;SLC25A18
GO:0051348,negative regulation of transferase activity (GO:0051348),29,3,2.005706909,1.495731996,0.324791471,0.915144801,7538;8660;1028,CDKN1C;IRS2;ZFP36
GO:0051494,negative regulation of cytoskeleton organization (GO:0051494),29,3,2.005706909,1.495731996,0.324791471,0.915144801,23189;130271;256949,KANK1;KANK3;PLEKHH2
GO:0036151,phosphatidylcholine acyl-chain remodeling (GO:0036151),29,3,2.005706909,1.495731996,0.324791471,0.915144801,5321;5320;129642,PLA2G4A;MBOAT2;PLA2G2A
GO:0035306,positive regulation of dephosphorylation (GO:0035306),29,3,2.005706909,1.495731996,0.324791471,0.915144801,650;26051;157313,CDCA2;BMP2;PPP1R16B
GO:0002762,negative regulation of myeloid leukocyte differentiation (GO:0002762),29,3,2.005706909,1.495731996,0.324791471,0.915144801,3624;3204;9370,INHBA;HOXA7;ADIPOQ
GO:0070979,protein K11-linked ubiquitination (GO:0070979),29,3,2.005706909,1.495731996,0.324791471,0.915144801,11065;27338;29089,UBE2T;UBE2C;UBE2S
GO:0061641,CENP-A containing chromatin organization (GO:0061641),29,3,2.005706909,1.495731996,0.324791471,0.915144801,64105;79019;55355,HJURP;CENPM;CENPK
GO:0034080,CENP-A containing nucleosome assembly (GO:0034080),29,3,2.005706909,1.495731996,0.324791471,0.915144801,64105;79019;55355,HJURP;CENPM;CENPK
GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),81,7,5.602146885,1.249520968,0.32749867,0.915144801,1128;64805;150;5745;185;6869;2151,TACR1;P2RY12;PTH1R;F2RL2;AGTR1;ADRA2A;CHRM1
