GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:0071206	establishment of protein localization to juxtaparanode region of axon (GO:0071206)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0071205	protein localization to juxtaparanode region of axon (GO:0071205)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1901569	fatty acid derivative catabolic process (GO:1901569)	18	0	1.06	-	 < 0.01	6.21E-01	1.00E00
GO:0051623	positive regulation of norepinephrine uptake (GO:0051623)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1901561	response to benomyl (GO:1901561)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905917	positive regulation of cell differentiation involved in phenotypic switching (GO:1905917)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905916	negative regulation of cell differentiation involved in phenotypic switching (GO:1905916)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905915	regulation of cell differentiation involved in phenotypic switching (GO:1905915)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1905913	negative regulation of calcium ion export across plasma membrane (GO:1905913)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1905912	regulation of calcium ion export across plasma membrane (GO:1905912)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1901558	response to metformin (GO:1901558)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990519	pyrimidine nucleotide import into mitochondrion (GO:1990519)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1901554	response to paracetamol (GO:1901554)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1901551	negative regulation of endothelial cell development (GO:1901551)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1990511	piRNA biosynthetic process (GO:1990511)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901545	response to raffinose (GO:1901545)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1990502	dense core granule maturation (GO:1990502)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0051601	exocyst localization (GO:0051601)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0090389	phagosome-lysosome fusion involved in apoptotic cell clearance (GO:0090389)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090387	phagolysosome assembly involved in apoptotic cell clearance (GO:0090387)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090386	phagosome maturation involved in apoptotic cell clearance (GO:0090386)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090385	phagosome-lysosome fusion (GO:0090385)	14	0	.82	-	 < 0.01	1.00E00	1.00E00
GO:0090384	phagosome-lysosome docking (GO:0090384)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090383	phagosome acidification (GO:0090383)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901536	negative regulation of DNA demethylation (GO:1901536)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1901534	positive regulation of hematopoietic progenitor cell differentiation (GO:1901534)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0090370	negative regulation of cholesterol efflux (GO:0090370)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901525	negative regulation of mitophagy (GO:1901525)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901523	icosanoid catabolic process (GO:1901523)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0090362	positive regulation of platelet-derived growth factor production (GO:0090362)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090361	regulation of platelet-derived growth factor production (GO:0090361)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070782	phosphatidylserine exposure on apoptotic cell surface (GO:0070782)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0070781	response to biotin (GO:0070781)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090357	regulation of tryptophan metabolic process (GO:0090357)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048894	efferent axon development in a lateral line nerve (GO:0048894)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048892	lateral line nerve development (GO:0048892)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090350	negative regulation of cellular organofluorine metabolic process (GO:0090350)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070779	D-aspartate import across plasma membrane (GO:0070779)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0070778	L-aspartate transmembrane transport (GO:0070778)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0070777	D-aspartate transport (GO:0070777)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:1901508	positive regulation of acylglycerol transport (GO:1901508)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1901506	regulation of acylglycerol transport (GO:1901506)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1901502	ether catabolic process (GO:1901502)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090349	negative regulation of cellular organohalogen metabolic process (GO:0090349)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048886	neuromast hair cell differentiation (GO:0048886)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090348	regulation of cellular organofluorine metabolic process (GO:0090348)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090347	regulation of cellular organohalogen metabolic process (GO:0090347)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048884	neuromast development (GO:0048884)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090346	cellular organofluorine metabolic process (GO:0090346)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090345	cellular organohalogen metabolic process (GO:0090345)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048882	lateral line development (GO:0048882)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0048881	mechanosensory lateral line system development (GO:0048881)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090341	negative regulation of secretion of lysosomal enzymes (GO:0090341)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090340	positive regulation of secretion of lysosomal enzymes (GO:0090340)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048874	host-mediated regulation of intestinal microbiota composition (GO:0048874)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0070757	interleukin-35-mediated signaling pathway (GO:0070757)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090327	negative regulation of locomotion involved in locomotory behavior (GO:0090327)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090326	positive regulation of locomotion involved in locomotory behavior (GO:0090326)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090325	regulation of locomotion involved in locomotory behavior (GO:0090325)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0048859	formation of anatomical boundary (GO:0048859)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0048855	adenohypophysis morphogenesis (GO:0048855)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090315	negative regulation of protein targeting to membrane (GO:0090315)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0090314	positive regulation of protein targeting to membrane (GO:0090314)	29	0	1.70	-	 < 0.01	4.07E-01	1.00E00
GO:0090313	regulation of protein targeting to membrane (GO:0090313)	35	0	2.06	-	 < 0.01	2.62E-01	8.51E-01
GO:0048850	hypophysis morphogenesis (GO:0048850)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0090310	negative regulation of DNA methylation-dependent heterochromatin formation (GO:0090310)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070731	cGMP transport (GO:0070731)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070730	cAMP transport (GO:0070730)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:2000199	positive regulation of ribonucleoprotein complex localization (GO:2000199)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000197	regulation of ribonucleoprotein complex localization (GO:2000197)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:2000196	positive regulation of female gonad development (GO:2000196)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140157	ammonium import across plasma membrane (GO:0140157)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:2000193	positive regulation of fatty acid transport (GO:2000193)	25	0	1.47	-	 < 0.01	3.99E-01	1.00E00
GO:2000192	negative regulation of fatty acid transport (GO:2000192)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0090309	positive regulation of DNA methylation-dependent heterochromatin formation (GO:0090309)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:2000191	regulation of fatty acid transport (GO:2000191)	34	0	2.00	-	 < 0.01	2.61E-01	8.49E-01
GO:0090308	regulation of DNA methylation-dependent heterochromatin formation (GO:0090308)	19	0	1.12	-	 < 0.01	6.23E-01	1.00E00
GO:0048845	venous blood vessel morphogenesis (GO:0048845)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0048840	otolith development (GO:0048840)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0090301	negative regulation of neural crest formation (GO:0090301)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0099590	neurotransmitter receptor internalization (GO:0099590)	14	0	.82	-	 < 0.01	1.00E00	1.00E00
GO:2000187	positive regulation of phosphate transmembrane transport (GO:2000187)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000185	regulation of phosphate transmembrane transport (GO:2000185)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000184	positive regulation of progesterone biosynthetic process (GO:2000184)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000180	negative regulation of androgen biosynthetic process (GO:2000180)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140141	mitochondrial potassium ion transmembrane transport (GO:0140141)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0070716	mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication (GO:0070716)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0070715	sodium-dependent organic cation transport (GO:0070715)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106289	negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0106289)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106288	regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0106288)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000176	positive regulation of pro-T cell differentiation (GO:2000176)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000174	regulation of pro-T cell differentiation (GO:2000174)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000173	negative regulation of branching morphogenesis of a nerve (GO:2000173)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000171	negative regulation of dendrite development (GO:2000171)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:2000170	positive regulation of peptidyl-cysteine S-nitrosylation (GO:2000170)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0048822	enucleate erythrocyte development (GO:0048822)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0048820	hair follicle maturation (GO:0048820)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0099577	regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0099575	regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032499	detection of peptidoglycan (GO:0032499)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032498	detection of muramyl dipeptide (GO:0032498)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032497	detection of lipopolysaccharide (GO:0032497)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0032491	detection of molecule of fungal origin (GO:0032491)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000167	regulation of planar cell polarity pathway involved in neural tube closure (GO:2000167)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048819	regulation of hair follicle maturation (GO:0048819)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0048818	positive regulation of hair follicle maturation (GO:0048818)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0106273	cytosol to ERGIC protein transport (GO:0106273)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048817	negative regulation of hair follicle maturation (GO:0048817)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0106272	protein localization to ERGIC (GO:0106272)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0099564	modification of synaptic structure, modulating synaptic transmission (GO:0099564)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0099562	maintenance of postsynaptic density structure (GO:0099562)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0032485	regulation of Ral protein signal transduction (GO:0032485)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0032484	Ral protein signal transduction (GO:0032484)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032483	regulation of Rab protein signal transduction (GO:0032483)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:2000158	positive regulation of ubiquitin-specific protease activity (GO:2000158)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:2000157	negative regulation of ubiquitin-specific protease activity (GO:2000157)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:2000156	regulation of retrograde vesicle-mediated transport, Golgi to ER (GO:2000156)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0048808	male genitalia morphogenesis (GO:0048808)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:2000152	regulation of ubiquitin-specific protease activity (GO:2000152)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0048807	female genitalia morphogenesis (GO:0048807)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0099555	trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0099555)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0099554	trans-synaptic signaling by soluble gas, modulating synaptic transmission (GO:0099554)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0099553	trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0099553)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0099552	trans-synaptic signaling by lipid, modulating synaptic transmission (GO:0099552)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0032475	otolith formation (GO:0032475)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032474	otolith morphogenesis (GO:0032474)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0032472	Golgi calcium ion transport (GO:0032472)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032471	negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0032470	positive regulation of endoplasmic reticulum calcium ion concentration (GO:0032470)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0140105	interleukin-10-mediated signaling pathway (GO:0140105)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0018199	peptidyl-glutamine modification (GO:0018199)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0018197	peptidyl-aspartic acid modification (GO:0018197)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0018196	peptidyl-asparagine modification (GO:0018196)	25	0	1.47	-	 < 0.01	3.99E-01	1.00E00
GO:0099548	trans-synaptic signaling by nitric oxide (GO:0099548)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0018195	peptidyl-arginine modification (GO:0018195)	25	0	1.47	-	 < 0.01	3.99E-01	1.00E00
GO:0099547	regulation of translation at synapse, modulating synaptic transmission (GO:0099547)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0018194	peptidyl-alanine modification (GO:0018194)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0018191	peptidyl-serine octanoylation (GO:0018191)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0099543	trans-synaptic signaling by soluble gas (GO:0099543)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0018190	protein octanoylation (GO:0018190)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0052041	negative regulation by symbiont of host programmed cell death (GO:0052041)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0052040	modulation by symbiont of host programmed cell death (GO:0052040)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032468	Golgi calcium ion homeostasis (GO:0032468)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032464	positive regulation of protein homooligomerization (GO:0032464)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032463	negative regulation of protein homooligomerization (GO:0032463)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032462	regulation of protein homooligomerization (GO:0032462)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:2000138	positive regulation of cell proliferation involved in heart morphogenesis (GO:2000138)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:2000137	negative regulation of cell proliferation involved in heart morphogenesis (GO:2000137)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0032460	negative regulation of protein oligomerization (GO:0032460)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0099532	synaptic vesicle endosomal processing (GO:0099532)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0032458	slow endocytic recycling (GO:0032458)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:2000120	positive regulation of sodium-dependent phosphate transport (GO:2000120)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0106230	protein depropionylation (GO:0106230)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0018175	protein nucleotidylation (GO:0018175)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0099526	presynapse to nucleus signaling pathway (GO:0099526)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0044417	translocation of molecules into host (GO:0044417)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0018171	peptidyl-cysteine oxidation (GO:0018171)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0032447	protein urmylation (GO:0032447)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:2000119	negative regulation of sodium-dependent phosphate transport (GO:2000119)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106227	peptidyl-lysine glutarylation (GO:0106227)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000110	negative regulation of macrophage apoptotic process (GO:2000110)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0099519	dense core granule cytoskeletal transport (GO:0099519)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0099517	synaptic vesicle transport along microtubule (GO:0099517)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0099515	actin filament-based transport (GO:0099515)	21	0	1.23	-	 < 0.01	6.28E-01	1.00E00
GO:0099514	synaptic vesicle cytoskeletal transport (GO:0099514)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0018160	peptidyl-pyrromethane cofactor linkage (GO:0018160)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032438	melanosome organization (GO:0032438)	38	0	2.23	-	 < 0.01	2.72E-01	8.68E-01
GO:0006193	ITP catabolic process (GO:0006193)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032431	activation of phospholipase A2 activity (GO:0032431)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0040040	thermosensory behavior (GO:0040040)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106217	tRNA C3-cytosine methylation (GO:0106217)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:2000103	positive regulation of mammary stem cell proliferation (GO:2000103)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000101	regulation of mammary stem cell proliferation (GO:2000101)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0018158	protein oxidation (GO:0018158)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine (GO:0018153)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0099502	calcium-dependent activation of synaptic vesicle fusion (GO:0099502)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0006189	'de novo' IMP biosynthetic process (GO:0006189)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0006188	IMP biosynthetic process (GO:0006188)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0006186	dGDP phosphorylation (GO:0006186)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006185	dGDP biosynthetic process (GO:0006185)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0040038	polar body extrusion after meiotic divisions (GO:0040038)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0006183	GTP biosynthetic process (GO:0006183)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0032425	positive regulation of mismatch repair (GO:0032425)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0040034	regulation of development, heterochronic (GO:0040034)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0032423	regulation of mismatch repair (GO:0032423)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0040031	snRNA modification (GO:0040031)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0018146	keratan sulfate biosynthetic process (GO:0018146)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0018143	nucleic acid-protein covalent cross-linking (GO:0018143)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0018142	protein-DNA covalent cross-linking (GO:0018142)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006178	guanine salvage (GO:0006178)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006177	GMP biosynthetic process (GO:0006177)	14	0	.82	-	 < 0.01	1.00E00	1.00E00
GO:0006175	dATP biosynthetic process (GO:0006175)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006174	dADP phosphorylation (GO:0006174)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006173	dADP biosynthetic process (GO:0006173)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032417	positive regulation of sodium:proton antiporter activity (GO:0032417)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0032416	negative regulation of sodium:proton antiporter activity (GO:0032416)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032415	regulation of sodium:proton antiporter activity (GO:0032415)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0006170	dAMP biosynthetic process (GO:0006170)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0006168	adenine salvage (GO:0006168)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006167	AMP biosynthetic process (GO:0006167)	14	0	.82	-	 < 0.01	1.00E00	1.00E00
GO:0006166	purine ribonucleoside salvage (GO:0006166)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0040019	positive regulation of embryonic development (GO:0040019)	23	0	1.35	-	 < 0.01	6.36E-01	1.00E00
GO:0006161	deoxyguanosine catabolic process (GO:0006161)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032402	melanosome transport (GO:0032402)	21	0	1.23	-	 < 0.01	6.28E-01	1.00E00
GO:0032401	establishment of melanosome localization (GO:0032401)	22	0	1.29	-	 < 0.01	6.32E-01	1.00E00
GO:0040010	positive regulation of growth rate (GO:0040010)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0032400	melanosome localization (GO:0032400)	24	0	1.41	-	 < 0.01	6.42E-01	1.00E00
GO:0018126	protein hydroxylation (GO:0018126)	27	0	1.59	-	 < 0.01	4.01E-01	1.00E00
GO:0018125	peptidyl-cysteine methylation (GO:0018125)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0018120	peptidyl-arginine ADP-ribosylation (GO:0018120)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0006157	deoxyadenosine catabolic process (GO:0006157)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0040009	regulation of growth rate (GO:0040009)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0006154	adenosine catabolic process (GO:0006154)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0006152	purine nucleoside catabolic process (GO:0006152)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0018119	peptidyl-cysteine S-nitrosylation (GO:0018119)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1905899	regulation of smooth muscle tissue development (GO:1905899)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0018117	protein adenylylation (GO:0018117)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0006149	deoxyinosine catabolic process (GO:0006149)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905890	regulation of cellular response to very-low-density lipoprotein particle stimulus (GO:1905890)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006148	inosine catabolic process (GO:0006148)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0006147	guanine catabolic process (GO:0006147)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0006145	purine nucleobase catabolic process (GO:0006145)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0006144	purine nucleobase metabolic process (GO:0006144)	20	0	1.17	-	 < 0.01	6.25E-01	1.00E00
GO:0051595	response to methylglyoxal (GO:0051595)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0043985	histone H4-R3 methylation (GO:0043985)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0051594	detection of glucose (GO:0051594)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0043984	histone H4-K16 acetylation (GO:0043984)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0043983	histone H4-K12 acetylation (GO:0043983)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0043982	histone H4-K8 acetylation (GO:0043982)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0043981	histone H4-K5 acetylation (GO:0043981)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0043980	histone H2B-K12 acetylation (GO:0043980)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0075525	viral translational termination-reinitiation (GO:0075525)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0075523	viral translational frameshifting (GO:0075523)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0075522	IRES-dependent viral translational initiation (GO:0075522)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0075521	microtubule-dependent intracellular transport of viral material towards nucleus (GO:0075521)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
