GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:1903924	estradiol binding (GO:1903924)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0009917	sterol 5-alpha reductase activity (GO:0009917)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015333	peptide:proton symporter activity (GO:0015333)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0097163	sulfur carrier activity (GO:0097163)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0097162	MADS box domain binding (GO:0097162)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0097161	DH domain binding (GO:0097161)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0097160	polychlorinated biphenyl binding (GO:0097160)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0120243	2-iminopropanoate deaminase activity (GO:0120243)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0120242	2-iminobutanoate deaminase activity (GO:0120242)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0120241	2-iminobutanoate/2-iminopropanoate deaminase (GO:0120241)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102867	molybdenum cofactor sulfurtransferase activity (GO:0102867)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015328	cystine secondary active transmembrane transporter activity (GO:0015328)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015327	cystine:glutamate antiporter activity (GO:0015327)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0097158	pre-mRNA intronic pyrimidine-rich binding (GO:0097158)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015322	secondary active oligopeptide transmembrane transporter activity (GO:0015322)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0005549	odorant binding (GO:0005549)	122	0	7.16	-	 < 0.01	2.09E-03	1.17E-01
GO:0120230	recombinase activator activity (GO:0120230)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015319	sodium:inorganic phosphate symporter activity (GO:0015319)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015317	phosphate:proton symporter activity (GO:0015317)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001181	RNA polymerase I general transcription initiation factor activity (GO:0001181)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0015315	organophosphate:inorganic phosphate antiporter activity (GO:0015315)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0120225	coenzyme A binding (GO:0120225)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0060703	deoxyribonuclease inhibitor activity (GO:0060703)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001179	RNA polymerase I general transcription initiation factor binding (GO:0001179)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0042084	5-methyltetrahydrofolate-dependent methyltransferase activity (GO:0042084)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005522	profilin binding (GO:0005522)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity (GO:0034485)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0034483	heparan sulfate sulfotransferase activity (GO:0034483)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0034481	chondroitin sulfotransferase activity (GO:0034481)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0034480	phosphatidylcholine phospholipase C activity (GO:0034480)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001165	RNA polymerase I cis-regulatory region sequence-specific DNA binding (GO:0001165)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001164	RNA polymerase I core promoter sequence-specific DNA binding (GO:0001164)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:1901707	leptomycin B binding (GO:1901707)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001163	RNA polymerase I transcription regulatory region sequence-specific DNA binding (GO:0001163)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0001162	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding (GO:0001162)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0001161	intronic transcription regulatory region sequence-specific DNA binding (GO:0001161)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:1901702	salt transmembrane transporter activity (GO:1901702)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0005519	cytoskeletal regulatory protein binding (GO:0005519)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032296	double-stranded RNA-specific ribonuclease activity (GO:0032296)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0001156	TFIIIC-class transcription factor complex binding (GO:0001156)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0005503	all-trans retinal binding (GO:0005503)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0005502	11-cis retinal binding (GO:0005502)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0001147	transcription termination site sequence-specific DNA binding (GO:0001147)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0097100	supercoiled DNA binding (GO:0097100)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0034458	3'-5' RNA helicase activity (GO:0034458)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0034452	dynactin binding (GO:0034452)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0046404	polydeoxyribonucleotide 5'-hydroxyl-kinase activity (GO:0046404)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0046403	polynucleotide 3'-phosphatase activity (GO:0046403)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity (GO:0034432)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity (GO:0034431)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0098882	structural constituent of presynaptic active zone (GO:0098882)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0042020	interleukin-23 receptor activity (GO:0042020)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0098879	structural constituent of postsynaptic specialization (GO:0098879)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0030060	L-malate dehydrogenase activity (GO:0030060)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0098872	G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration (GO:0098872)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0042019	interleukin-23 binding (GO:0042019)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0042018	interleukin-22 receptor activity (GO:0042018)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0042017	interleukin-22 binding (GO:0042017)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0034417	bisphosphoglycerate 3-phosphatase activity (GO:0034417)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0042012	interleukin-16 receptor activity (GO:0042012)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0034416	bisphosphoglycerate phosphatase activity (GO:0034416)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0042011	interleukin-16 binding (GO:0042011)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0042010	interleukin-15 receptor activity (GO:0042010)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1990699	palmitoleyl hydrolase activity (GO:1990699)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990698	palmitoleoyltransferase activity (GO:1990698)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0042008	interleukin-18 receptor activity (GO:0042008)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0042007	interleukin-18 binding (GO:0042007)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008195	phosphatidate phosphatase activity (GO:0008195)	14	0	.82	-	 < 0.01	1.00E00	1.00E00
GO:0008193	tRNA guanylyltransferase activity (GO:0008193)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008192	RNA guanylyltransferase activity (GO:0008192)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032217	riboflavin transmembrane transporter activity (GO:0032217)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0032216	glucosaminyl-phosphatidylinositol O-acyltransferase activity (GO:0032216)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0098847	sequence-specific single stranded DNA binding (GO:0098847)	14	0	.82	-	 < 0.01	1.00E00	1.00E00
GO:0043795	glyceraldehyde oxidoreductase activity (GO:0043795)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008177	succinate dehydrogenase (ubiquinone) activity (GO:0008177)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0008176	tRNA (guanine-N7-)-methyltransferase activity (GO:0008176)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008175	tRNA methyltransferase activity (GO:0008175)	35	0	2.06	-	 < 0.01	2.62E-01	1.00E00
GO:0008174	mRNA methyltransferase activity (GO:0008174)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0008173	RNA methyltransferase activity (GO:0008173)	66	0	3.88	-	 < 0.01	5.20E-02	9.38E-01
GO:0008171	O-methyltransferase activity (GO:0008171)	25	0	1.47	-	 < 0.01	3.99E-01	1.00E00
GO:0008169	C-methyltransferase activity (GO:0008169)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0010465	nerve growth factor receptor activity (GO:0010465)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008160	protein tyrosine phosphatase activator activity (GO:0008160)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0051378	serotonin binding (GO:0051378)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0051377	mannose-ethanolamine phosphotransferase activity (GO:0051377)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0098821	BMP receptor activity (GO:0098821)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0051373	FATZ binding (GO:0051373)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0043771	cytidine kinase activity (GO:0043771)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0033989	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity (GO:0033989)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008146	sulfotransferase activity (GO:0008146)	52	0	3.05	-	 < 0.01	1.18E-01	1.00E00
GO:0033981	D-dopachrome decarboxylase activity (GO:0033981)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0061133	endopeptidase activator activity (GO:0061133)	13	0	.76	-	 < 0.01	1.00E00	1.00E00
GO:0098809	nitrite reductase activity (GO:0098809)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0098808	mRNA cap binding (GO:0098808)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0043759	methylbutanoate-CoA ligase activity (GO:0043759)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0043754	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity (GO:0043754)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008137	NADH dehydrogenase (ubiquinone) activity (GO:0008137)	41	0	2.41	-	 < 0.01	1.71E-01	1.00E00
GO:0031799	type 2 metabotropic glutamate receptor binding (GO:0031799)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031798	type 1 metabotropic glutamate receptor binding (GO:0031798)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0010428	methyl-CpNpG binding (GO:0010428)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008127	quercetin 2,3-dioxygenase activity (GO:0008127)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008126	acetylesterase activity (GO:0008126)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity (GO:0008124)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0010420	3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity (GO:0010420)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008123	cholesterol 7-alpha-monooxygenase activity (GO:0008123)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031788	motilin receptor binding (GO:0031788)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033961	cis-stilbene-oxide hydrolase activity (GO:0033961)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008121	ubiquinol-cytochrome-c reductase activity (GO:0008121)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0008120	ceramide glucosyltransferase activity (GO:0008120)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031783	type 5 melanocortin receptor binding (GO:0031783)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031782	type 4 melanocortin receptor binding (GO:0031782)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0031781	type 3 melanocortin receptor binding (GO:0031781)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0031780	corticotropin hormone receptor binding (GO:0031780)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0043739	G/U mismatch-specific uracil-DNA glycosylase activity (GO:0043739)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0043734	DNA-N1-methyladenine dioxygenase activity (GO:0043734)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0043733	DNA-3-methylbase glycosylase activity (GO:0043733)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008119	thiopurine S-methyltransferase activity (GO:0008119)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1902122	chenodeoxycholic acid binding (GO:1902122)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008118	N-acetyllactosaminide alpha-2,3-sialyltransferase activity (GO:0008118)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1902121	lithocholic acid binding (GO:1902121)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008117	sphinganine-1-phosphate aldolase activity (GO:0008117)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008115	sarcosine oxidase activity (GO:0008115)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031779	melanocortin receptor binding (GO:0031779)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0008113	peptide-methionine (S)-S-oxide reductase activity (GO:0008113)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008112	nicotinamide N-methyltransferase activity (GO:0008112)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031777	type 1 melanin-concentrating hormone receptor binding (GO:0031777)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0008111	alpha-methylacyl-CoA racemase activity (GO:0008111)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031776	melanin-concentrating hormone receptor binding (GO:0031776)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0031773	kisspeptin receptor binding (GO:0031773)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031772	type 2 orexin receptor binding (GO:0031772)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031771	type 1 orexin receptor binding (GO:0031771)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031770	growth hormone-releasing hormone receptor binding (GO:0031770)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0043727	5-amino-4-imidazole carboxylate lyase activity (GO:0043727)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1902118	calcidiol binding (GO:1902118)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008109	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity (GO:0008109)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity (GO:0008108)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity (GO:0008107)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008106	alcohol dehydrogenase (NADP+) activity (GO:0008106)	24	0	1.41	-	 < 0.01	6.42E-01	1.00E00
GO:0031769	glucagon receptor binding (GO:0031769)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031768	ghrelin receptor binding (GO:0031768)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031767	gastric inhibitory polypeptide receptor binding (GO:0031767)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031766	type 3 galanin receptor binding (GO:0031766)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031765	type 2 galanin receptor binding (GO:0031765)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031764	type 1 galanin receptor binding (GO:0031764)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031763	galanin receptor binding (GO:0031763)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031762	follicle-stimulating hormone receptor binding (GO:0031762)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0043716	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity (GO:0043716)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0043715	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity (GO:0043715)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031755	Edg-2 lysophosphatidic acid receptor binding (GO:0031755)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031753	endothelial differentiation G protein-coupled receptor binding (GO:0031753)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031752	D5 dopamine receptor binding (GO:0031752)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031751	D4 dopamine receptor binding (GO:0031751)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity (GO:0033925)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031749	D2 dopamine receptor binding (GO:0031749)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0031748	D1 dopamine receptor binding (GO:0031748)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0031741	type B gastrin/cholecystokinin receptor binding (GO:0031741)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033919	glucan 1,3-alpha-glucosidase activity (GO:0033919)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031739	cholecystokinin receptor binding (GO:0031739)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031735	CCR10 chemokine receptor binding (GO:0031735)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0060698	endoribonuclease inhibitor activity (GO:0060698)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031731	CCR6 chemokine receptor binding (GO:0031731)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0101021	estrogen 2-hydroxylase activity (GO:0101021)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0033906	hyaluronoglucuronidase activity (GO:0033906)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0101020	estrogen 16-alpha-hydroxylase activity (GO:0101020)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0031729	CCR4 chemokine receptor binding (GO:0031729)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015295	solute:proton symporter activity (GO:0015295)	26	0	1.53	-	 < 0.01	3.99E-01	1.00E00
GO:0031726	CCR1 chemokine receptor binding (GO:0031726)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0031724	CXCR5 chemokine receptor binding (GO:0031724)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031723	CXCR4 chemokine receptor binding (GO:0031723)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031721	hemoglobin alpha binding (GO:0031721)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0015288	porin activity (GO:0015288)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0031716	calcitonin receptor binding (GO:0031716)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015280	ligand-gated sodium channel activity (GO:0015280)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0031710	neuromedin B receptor binding (GO:0031710)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0101006	protein histidine phosphatase activity (GO:0101006)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031708	endothelin B receptor binding (GO:0031708)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0031707	endothelin A receptor binding (GO:0031707)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015275	stretch-activated, cation-selective, calcium channel activity (GO:0015275)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0031705	bombesin receptor binding (GO:0031705)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0031704	apelin receptor binding (GO:0031704)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031703	type 2 angiotensin receptor binding (GO:0031703)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1901680	sulfur-containing amino acid secondary active transmembrane transporter activity (GO:1901680)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0031700	adrenomedullin receptor binding (GO:0031700)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0005497	androgen binding (GO:0005497)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0015265	urea channel activity (GO:0015265)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0120170	intraciliary transport particle B binding (GO:0120170)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0005483	soluble NSF attachment protein activity (GO:0005483)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0015254	glycerol channel activity (GO:0015254)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0015252	proton channel activity (GO:0015252)	24	0	1.41	-	 < 0.01	6.42E-01	1.00E00
GO:0005477	pyruvate secondary active transmembrane transporter activity (GO:0005477)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0097079	selenite:proton symporter activity (GO:0097079)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015247	aminophospholipid flippase activity (GO:0015247)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0070410	co-SMAD binding (GO:0070410)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0015245	fatty acid transmembrane transporter activity (GO:0015245)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0005464	UDP-xylose transmembrane transporter activity (GO:0005464)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005463	UDP-N-acetylgalactosamine transmembrane transporter activity (GO:0005463)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0005462	UDP-N-acetylglucosamine transmembrane transporter activity (GO:0005462)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0005461	UDP-glucuronic acid transmembrane transporter activity (GO:0005461)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0005460	UDP-glucose transmembrane transporter activity (GO:0005460)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102773	dihydroceramide kinase activity (GO:0102773)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0070404	NADH binding (GO:0070404)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070403	NAD+ binding (GO:0070403)	17	0	1.00	-	 < 0.01	1.00E00	1.00E00
GO:0070402	NADPH binding (GO:0070402)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0070401	NADP+ binding (GO:0070401)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0015234	thiamine transmembrane transporter activity (GO:0015234)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0120147	Formylglycine-generating oxidase activity (GO:0120147)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015232	heme transmembrane transporter activity (GO:0015232)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0120146	sulfatide binding (GO:0120146)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0015230	FAD transmembrane transporter activity (GO:0015230)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0005459	UDP-galactose transmembrane transporter activity (GO:0005459)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0005457	GDP-fucose transmembrane transporter activity (GO:0005457)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005456	CMP-N-acetylneuraminate transmembrane transporter activity (GO:0005456)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102769	dihydroceramide glucosyltransferase activity (GO:0102769)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001097	TFIIH-class transcription factor complex binding (GO:0001097)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0001096	TFIIF-class transcription factor complex binding (GO:0001096)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015229	L-ascorbic acid transmembrane transporter activity (GO:0015229)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0001094	TFIID-class transcription factor complex binding (GO:0001094)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0015228	coenzyme A transmembrane transporter activity (GO:0015228)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015227	acyl carnitine transmembrane transporter activity (GO:0015227)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015226	carnitine transmembrane transporter activity (GO:0015226)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0015220	choline transmembrane transporter activity (GO:0015220)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0102758	very-long-chain enoyl-CoA reductase activity (GO:0102758)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050833	pyruvate transmembrane transporter activity (GO:0050833)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0102757	NADPH phosphatase activity (GO:0102757)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102756	very-long-chain 3-ketoacyl-CoA synthase activity (GO:0102756)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0102752	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) (GO:0102752)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048531	beta-1,3-galactosyltransferase activity (GO:0048531)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0102751	UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity (GO:0102751)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015218	pyrimidine nucleotide transmembrane transporter activity (GO:0015218)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015212	cytidine transmembrane transporter activity (GO:0015212)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005436	sodium:phosphate symporter activity (GO:0005436)	13	0	.76	-	 < 0.01	1.00E00	1.00E00
